question,label
그러면 배재대 TH관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 TH관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 TH관 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 TH관 어디,O S-LOCATION S-PLACE O
그러면 배재대 TH관 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 정보과학관,O S-LOCATION S-PLACE
그러면 배재대 정보과학관 어디야,O S-LOCATION S-PLACE O
그러면 배재대 정보과학관 어디 있니,O S-LOCATION S-PLACE O O
그러면 배재대 정보과학관 어디 있냐,O S-LOCATION S-PLACE O O
그러면 배재대 정보과학관 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 정보과학관 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 정보과학관 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 정보과학관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 정보과학관 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 정보과학관 어디지,O S-LOCATION S-PLACE O
그러면 배재대 정보과학관 어디,O S-LOCATION S-PLACE O
그러면 배재대 정보과학관 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 정보과학관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 정보과학관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 정보과학관 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 정보과학관 어디,O S-LOCATION S-PLACE O
그러면 배재대 정보과학관 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 C관,O S-LOCATION S-PLACE
그러면 배재대 C관 어디야,O S-LOCATION S-PLACE O
그러면 배재대 C관 어디 있니,O S-LOCATION S-PLACE O O
그러면 배재대 C관 어디 있냐,O S-LOCATION S-PLACE O O
그러면 배재대 C관 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 C관 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 C관 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 C관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 C관 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 C관 어디지,O S-LOCATION S-PLACE O
그러면 배재대 C관 어디,O S-LOCATION S-PLACE O
그러면 배재대 C관 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 C관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 C관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 C관 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 C관 어디,O S-LOCATION S-PLACE O
그러면 배재대 C관 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 후문,O S-LOCATION S-PLACE
그러면 배재대 후문 어디야,O S-LOCATION S-PLACE O
그러면 배재대 후문 어디 있니,O S-LOCATION S-PLACE O O
그러면 배재대 후문 어디 있냐,O S-LOCATION S-PLACE O O
그러면 배재대 후문 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 후문 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 후문 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 후문 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 후문 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 후문 어디지,O S-LOCATION S-PLACE O
그러면 배재대 후문 어디,O S-LOCATION S-PLACE O
그러면 배재대 후문 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 후문 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 후문 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 후문 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 후문 어디,O S-LOCATION S-PLACE O
그러면 배재대 후문 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 소월관,O S-LOCATION S-PLACE
그러면 배재대 소월관 어디야,O S-LOCATION S-PLACE O
그러면 배재대 소월관 어디 있니,O S-LOCATION S-PLACE O O
그러면 배재대 소월관 어디 있냐,O S-LOCATION S-PLACE O O
그러면 배재대 소월관 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 소월관 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 소월관 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 소월관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 소월관 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 소월관 어디지,O S-LOCATION S-PLACE O
그러면 배재대 소월관 어디,O S-LOCATION S-PLACE O
그러면 배재대 소월관 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 소월관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 소월관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 소월관 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 소월관 어디,O S-LOCATION S-PLACE O
그러면 배재대 소월관 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 S관,O S-LOCATION S-PLACE
그러면 배재대 S관 어디야,O S-LOCATION S-PLACE O
그러면 배재대 S관 어디 있니,O S-LOCATION S-PLACE O O
그러면 배재대 S관 어디 있냐,O S-LOCATION S-PLACE O O
그러면 배재대 S관 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 S관 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 S관 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 S관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 S관 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 S관 어디지,O S-LOCATION S-PLACE O
그러면 배재대 S관 어디,O S-LOCATION S-PLACE O
그러면 배재대 S관 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 S관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 S관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 S관 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 S관 어디,O S-LOCATION S-PLACE O
그러면 배재대 S관 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 김옥균관,O S-LOCATION S-PLACE
그러면 배재대 김옥균관 어디야,O S-LOCATION S-PLACE O
그러면 배재대 김옥균관 어디 있니,O S-LOCATION S-PLACE O O
그러면 배재대 김옥균관 어디 있냐,O S-LOCATION S-PLACE O O
그러면 배재대 김옥균관 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 김옥균관 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 김옥균관 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 김옥균관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 김옥균관 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 김옥균관 어디지,O S-LOCATION S-PLACE O
그러면 배재대 김옥균관 어디,O S-LOCATION S-PLACE O
그러면 배재대 김옥균관 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 김옥균관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 김옥균관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 김옥균관 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 김옥균관 어디,O S-LOCATION S-PLACE O
그러면 배재대 김옥균관 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 학군단,O S-LOCATION S-PLACE
그러면 배재대 학군단 어디야,O S-LOCATION S-PLACE O
그러면 배재대 학군단 어디 있니,O S-LOCATION S-PLACE O O
그러면 배재대 학군단 어디 있냐,O S-LOCATION S-PLACE O O
그러면 배재대 학군단 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 학군단 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 학군단 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 학군단 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 학군단 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 학군단 어디지,O S-LOCATION S-PLACE O
그러면 배재대 학군단 어디,O S-LOCATION S-PLACE O
그러면 배재대 학군단 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 학군단 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 학군단 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 학군단 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 학군단 어디,O S-LOCATION S-PLACE O
그러면 배재대 학군단 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 K관,O S-LOCATION S-PLACE
그러면 배재대 K관 어디야,O S-LOCATION S-PLACE O
그러면 배재대 K관 어디 있니,O S-LOCATION S-PLACE O
그러면 배재대 K관 어디 있냐,O S-LOCATION S-PLACE O
그러면 배재대 K관 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 K관 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 K관 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 K관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 K관 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 K관 어디지,O S-LOCATION S-PLACE O
그러면 배재대 K관 어디,O S-LOCATION S-PLACE O
그러면 배재대 K관 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 K관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 K관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 K관 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 K관 어디,O S-LOCATION S-PLACE O
그러면 배재대 K관 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 자주로,O S-LOCATION S-PLACE
그러면 배재대 자주로 어디야,O S-LOCATION S-PLACE O
그러면 배재대 자주로 어디 있니,O S-LOCATION S-PLACE O O
그러면 배재대 자주로 어디 있냐,O S-LOCATION S-PLACE O O
그러면 배재대 자주로 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 자주로 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 자주로 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 자주로 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 자주로 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 자주로 어디지,O S-LOCATION S-PLACE O
그러면 배재대 자주로 어디,O S-LOCATION S-PLACE O
그러면 배재대 자주로 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 자주로 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 자주로 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 자주로 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 자주로 어디,O S-LOCATION S-PLACE O
그러면 배재대 자주로 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 소월각,O S-LOCATION S-PLACE
그러면 배재대 소월각 어디야,O S-LOCATION S-PLACE O
그러면 배재대 소월각 어디 있니,O S-LOCATION S-PLACE O O
그러면 배재대 소월각 어디 있냐,O S-LOCATION S-PLACE O O
그러면 배재대 소월각 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 소월각 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 소월각 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 소월각 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 소월각 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 소월각 어디지,O S-LOCATION S-PLACE O
그러면 배재대 소월각 어디,O S-LOCATION S-PLACE O
그러면 배재대 소월각 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 소월각 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 소월각 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 소월각 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 소월각 어디,O S-LOCATION S-PLACE O
그러면 배재대 소월각 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 하워드기념관,O S-LOCATION S-PLACE
그러면 배재대 하워드기념관 어디야,O S-LOCATION S-PLACE O
그러면 배재대 하워드기념관 어디 있니,O S-LOCATION S-PLACE O O
그러면 배재대 하워드기념관 어디 있냐,O S-LOCATION S-PLACE O O
그러면 배재대 하워드기념관 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 하워드기념관 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 하워드기념관 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 하워드기념관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 하워드기념관 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 하워드기념관 어디지,O S-LOCATION S-PLACE O
그러면 배재대 하워드기념관 어디,O S-LOCATION S-PLACE O
그러면 배재대 하워드기념관 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 하워드기념관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 하워드기념관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 하워드기념관 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 하워드기념관 어디,O S-LOCATION S-PLACE O
그러면 배재대 하워드기념관 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 주차장,O S-LOCATION S-PLACE
그러면 배재대 주차장 어디야,O S-LOCATION S-PLACE O
그러면 배재대 주차장 어디 있니,O S-LOCATION S-PLACE O O
그러면 배재대 주차장 어디 있냐,O S-LOCATION S-PLACE O O
그러면 배재대 주차장 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 주차장 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 주차장 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 주차장 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 주차장 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 주차장 어디지,O S-LOCATION S-PLACE O
그러면 배재대 주차장 어디,O S-LOCATION S-PLACE O
그러면 배재대 주차장 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 주차장 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 주차장 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 주차장 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 주차장 어디,O S-LOCATION S-PLACE O
그러면 배재대 주차장 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 연자정,O S-LOCATION S-PLACE
그러면 배재대 연자정 어디야,O S-LOCATION S-PLACE O O
그러면 배재대 연자정 어디 있니,O S-LOCATION S-PLACE O O
그러면 배재대 연자정 어디 있냐,O S-LOCATION S-PLACE O O
그러면 배재대 연자정 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 연자정 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 연자정 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 연자정 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 연자정 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 연자정 어디지,O S-LOCATION S-PLACE O
그러면 배재대 연자정 어디,O S-LOCATION S-PLACE O
그러면 배재대 연자정 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 연자정 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 연자정 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 연자정 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 연자정 어디,O S-LOCATION S-PLACE O
그러면 배재대 연자정 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 대운동장,O S-LOCATION S-PLACE
그러면 배재대 대운동장 어디야,O S-LOCATION S-PLACE O
그러면 배재대 대운동장 어디 있니,O S-LOCATION S-PLACE O O
그러면 배재대 대운동장 어디 있냐,O S-LOCATION S-PLACE O O
그러면 배재대 대운동장 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 대운동장 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 대운동장 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 대운동장 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 대운동장 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 대운동장 어디지,O S-LOCATION S-PLACE O
그러면 배재대 대운동장 어디,O S-LOCATION S-PLACE O
그러면 배재대 대운동장 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 대운동장 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 대운동장 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 대운동장 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 대운동장 어디,O S-LOCATION S-PLACE O
그러면 배재대 대운동장 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 중문,O S-LOCATION S-PLACE O
그러면 배재대 중문 어디야,O S-LOCATION S-PLACE O
그러면 배재대 중문 어디 있니,O S-LOCATION S-PLACE O O
그러면 배재대 중문 어디 있냐,O S-LOCATION S-PLACE O O
그러면 배재대 중문 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 중문 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 중문 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 중문 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 중문 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 중문 어디지,O S-LOCATION S-PLACE O
그러면 배재대 중문 어디,O S-LOCATION S-PLACE O
그러면 배재대 중문 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 중문 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 중문 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 중문 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 중문 어디,O S-LOCATION S-PLACE O
그러면 배재대 중문 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 SMART배재관,O S-LOCATION S-PLACE
그러면 배재대 SMART배재관 어디야,O S-LOCATION S-PLACE O
그러면 배재대 SMART배재관 어디 있니,O S-LOCATION S-PLACE O O
그러면 배재대 SMART배재관 어디 있냐,O S-LOCATION S-PLACE O O
그러면 배재대 SMART배재관 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 SMART배재관 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 SMART배재관 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 SMART배재관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 SMART배재관 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 SMART배재관 어디지,O S-LOCATION S-PLACE O
그러면 배재대 SMART배재관 어디,O S-LOCATION S-PLACE O
그러면 배재대 SMART배재관 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 SMART배재관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 SMART배재관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 SMART배재관 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 SMART배재관 어디,O S-LOCATION S-PLACE O
그러면 배재대 SMART배재관 ㅇㄷ,O S-LOCATION S-PLACE O
그러면 배재대 SP관,O S-LOCATION S-PLACE
그러면 배재대 SP관 어디야,O S-LOCATION S-PLACE O
그러면 배재대 SP관 어디 있니,O S-LOCATION S-PLACE O O
그러면 배재대 SP관 어디 있냐,O S-LOCATION S-PLACE O O
그러면 배재대 SP관 알려주라,O S-LOCATION S-PLACE O
그러면 배재대 SP관 알려줘,O S-LOCATION S-PLACE O
그러면 배재대 SP관 알려주세요,O S-LOCATION S-PLACE O
그러면 배재대 SP관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그러면 배재대 SP관 알려줄래요,O S-LOCATION S-PLACE O
그러면 배재대 SP관 어디지,O S-LOCATION S-PLACE O
그러면 배재대 SP관 어디,O S-LOCATION S-PLACE O
그러면 배재대 SP관 궁금해,O S-LOCATION S-PLACE O
그러면 배재대 SP관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그러면 배재대 SP관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그러면 배재대 SP관 위치좀,O S-LOCATION S-PLACE O
그러면 배재대 SP관 어디,O S-LOCATION S-PLACE O
그러면 배재대 SP관 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 P관 어디야,O S-LOCATION S-PLACE O
그런데 배재대 P관 위치가 어디야,O S-LOCATION S-PLACE O O
그런데 배재대 P관 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 P관 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 P관 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 P관 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 P관 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 P관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 P관 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 P관 어디지,O S-LOCATION S-PLACE O
그런데 배재대 P관 어디,O S-LOCATION S-PLACE O
그런데 배재대 P관 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 P관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 P관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 P관 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 P관 어디,O S-LOCATION S-PLACE O
그런데 배재대 P관 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 21세기관,O S-LOCATION S-PLACE
그런데 배재대 21세기관 어디야,O S-LOCATION S-PLACE O
그런데 배재대 21세기관 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 21세기관 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 21세기관 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 21세기관 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 21세기관 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 21세기관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 21세기관 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 21세기관 어디지,O S-LOCATION S-PLACEO
그런데 배재대 21세기관 어디,O S-LOCATION S-PLACE O
그런데 배재대 21세기관 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 21세기관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 21세기관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 21세기관 위치좀,O S-LOCATION S-PLACEO
그런데 배재대 21세기관 어디,O S-LOCATION S-PLACE O
그런데 배재대 21세기관 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 정문,O S-LOCATION S-PLACE
그런데 배재대 정문이 어디야,O S-LOCATION S-PLACE O
그런데 배재대 정문 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 정문 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 정문 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 정문 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 정문 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 정문 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 정문 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 정문이 어디지,O S-LOCATION S-PLACE O
그런데 배재대 정문이 어디,O S-LOCATION S-PLACE O
그런데 배재대 정문이 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 정문 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 정문 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 정문 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 정문 어디,O S-LOCATION S-PLACE O
그런데 배재대 정문 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 버스 정류장,O S-LOCATION S-PLACE
그런데 배재대 버스 정류장이 어디야,O S-LOCATION S-PLACE O
그런데 배재대 버스 정류장 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 버스 정류장 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 버스 정류장 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 버스 정류장 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 버스 정류장 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 버스 정류장 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 버스 정류장 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 버스 정류장 어디지,O S-LOCATION S-PLACE O
그런데 배재대 버스 정류장 어디,O S-LOCATION S-PLACE O
그런데 배재대 버스 정류장 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 버스 정류장 위치 알려주겠니,O S-LOCATION S-PLACE O O O
그런데 배재대 버스 정류장 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 버스 정류장 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 버스 정류장 어디,O S-LOCATION S-PLACE O
그런데 배재대 버스 정류장 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 예술관,O S-LOCATION S-PLACE
그런데 배재대 예술관 어디야,O S-LOCATION S-PLACE O
그런데 배재대 예술관 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 예술관 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 예술관 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 예술관 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 예술관 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 예술관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 예술관 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 예술관 어디지,O S-LOCATION S-PLACE O
그런데 배재대 예술관 어디,O S-LOCATION S-PLACE O
그런데 배재대 예술관 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 예술관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 예술관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 예술관 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 예술관 어디,O S-LOCATION S-PLACE O
그런데 배재대 예술관 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 Y관,O S-LOCATION S-PLACE O
그런데 배재대 Y관 어디야,O S-LOCATION S-PLACE O
그런데 배재대 Y관 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 Y관 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 Y관 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 Y관 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 Y관 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 Y관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 Y관 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 Y관 어디지,O S-LOCATION S-PLACE O
그런데 배재대 Y관 어디,O S-LOCATION S-PLACE O
그런데 배재대 Y관 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 Y관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 Y관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 Y관 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 Y관 어디,O S-LOCATION S-PLACE O
그런데 배재대 Y관 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 WG관,O S-LOCATION S-PLACE
그런데 배재대 WG관 어디야,O S-LOCATION S-PLACE O
그런데 배재대 WG관 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 WG관 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 WG관 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 WG관 알려줘,O S-LOCATION S-PLACE O
